sentence,likelihood
How do you know about it?,-15.767578125
"All right, Sam.",-15.767578125
"Yeah, that's totally it.",-15.767578125
"Here, put these on.",-15.767578125
Do you mind if I take a picture?,-15.767578125
How do you make it?,-15.767578125
Read any good books lately?,-15.767578125
Don't be a bitch.,-15.7679443359375
Don't ever change.,-15.7679443359375
Don't encourage him.,-15.7679443359375
Have you ever been here?,-15.76806640625
I'll do better next time.,-15.76806640625
It's the middle of the night.,-15.768310546875
"Yeah, I don't want to go.",-15.768310546875
A Mr.,-15.768310546875
"Rachel, are you okay?",-15.768310546875
"It's me, it's me!",-15.7684326171875
Aren't you ashamed of yourself?,-15.7684326171875
"Boy, what's wrong with you?",-15.7685546875
I can't even talk to you.,-15.7685546875
I wanted to see you.,-15.7685546875
Why should I tell you?,-15.7685546875
I guess it doesn't matter.,-15.7685546875
"Mom, I can't wear this.",-15.7685546875
Does this look good on me?,-15.7689208984375
Who are you and what are you talking about?,-15.76898193359375
"Thank you so much, Mom.",-15.76904296875
Are your pants on fire?,-15.76904296875
"OMG, yeah!",-15.76904296875
"Mom, where did I come from?",-15.769149780273438
Didn't you get my emails?,-15.76934814453125
Why don't you ever ask me out?,-15.769439697265625
"No, that didn't happen.",-15.76947021484375
What's your cell number?,-15.76953125
You think you're so great.,-15.76953125
I just want to be comfortable.,-15.76953125
You're a grown-ass man.,-15.76953125
Stop asking me questions!,-15.76953125
That's for you.,-15.76953125
Here's my purse.,-15.76953125
"It's okay, I'll wait.",-15.76953125
Be nice to her.,-15.76953125
I don't think you do.,-15.76953125
Aerosmith?,-15.76953125
This is American Idol.,-15.76953125
Here's this thing.,-15.76953125
Where's Jerry?,-15.76953125
I wish I were dead.,-15.76953125
"No, what is it?",-15.76953125
You suck so bad.,-15.76953125
"Yes, yes I do.",-15.76953125
How does that make sense?,-15.76953125
"Well, what else have you got?",-15.76953125
"Look, girls.",-15.76953125
This is high school.,-15.76953125
She's awesome.,-15.76953125
When are you getting back?,-15.76953125
What's on Netflix?,-15.76953125
"No, hun.",-15.76953125
He's never home.,-15.76953125
"Oh my God, what have you done?",-15.76953125
Why are you wearing clothes?,-15.76953125
"Mom, my head hurts.",-15.76953125
This is not enough.,-15.76953125
Refresh my memory.,-15.76953125
Is this what you want to do?,-15.76953125
"I'm a strong, independent woman.",-15.76953125
Can you bring me something?,-15.76953125
But it's me!,-15.76953125
You will pay for this.,-15.76953125
Can I have a hamburger?,-15.76953125
Let's play tennis!,-15.76953125
"What's up, America?",-15.76953125
How do these work?,-15.76953125
When will you get married?,-15.76953125
"Yeah, it'll be fine.",-15.76953125
Is this your child?,-15.76953125
"Yeah, sure, sure.",-15.76953125
That's important.,-15.76953125
How do they do it?,-15.76953125
"Look, I'm a woman.",-15.76953125
You changed my life.,-15.76953125
Can you bake me a cake?,-15.76953125
How was your first day of school?,-15.76953125
You bought this for me?,-15.76953125
"Mom, whoa!",-15.76953125
This is a good song.,-15.76953125
That's what I think.,-15.76953125
"Yeah, he's awesome.",-15.76953125
"Mom, you're ugly.",-15.76953125
So what should I wear?,-15.76953125
That's really hot.,-15.76953125
This is a great place.,-15.76953125
Do you want to get a coffee?,-15.76953125
Here's the job.,-15.76953125
Where have I seen that before?,-15.76953125
"Wow, you're hot.",-15.76953125
Why stop there?,-15.76953125
Do you wanna play a game?,-15.76953125
Let's get some pizza.,-15.76953125
Can you do it now?,-15.76953125
"Oh, sure, whatever.",-15.76953125
That's just you.,-15.76953125
I want to go to Paris.,-15.76953125
Would you stop it?,-15.76953125
What time is your show?,-15.76953125
"You're not pregnant, right?",-15.76953125
Why are you being so annoying?,-15.76953125
"No, nothing's wrong.",-15.76953125
"No way, I'm not doing this.",-15.76953125
"Mom, don't sweat it.",-15.769775390625
Don't say a word.,-15.7698974609375
"Well, you know, that's just, like, your opinion, man.",-15.76995849609375
Who do you have?,-15.77001953125
I really don't get it.,-15.77008056640625
"Oh, [expletive]!",-15.770278930664062
You are such a loser.,-15.7705078125
"Okay, deal.",-15.7705078125
"Okay, and what else?",-15.7705078125
Show me the data.,-15.7705078125
"Well, what can you do about it?",-15.7705078125
"Well, why do you say that?",-15.7705078125
"Okay, talk to me.",-15.7705078125
How did I get like this?,-15.7705078125
Are you trying to trick me?,-15.7705078125
"Well, this is fun.",-15.7705078125
"Oh my God, it's so good.",-15.7705078125
My name is Dr.,-15.7705078125
We should be best friends!,-15.7705078125
She told me.,-15.7705078125
Aren't you going to help?,-15.7706298828125
How come you haven't called?,-15.77069091796875
I'm trying so hard.,-15.770751953125
When Mrs.,-15.770751953125
I don't do that kind of stuff.,-15.770843505859375
"Excuse me, what is this?",-15.7708740234375
I'm too busy right now.,-15.7708740234375
I'll give you.,-15.77099609375
Are you aliens?,-15.77099609375
What are you doing in the car?,-15.77099609375
Are you still hungry?,-15.77099609375
Are you a parent?,-15.77099609375
So how many kids do you have?,-15.77099609375
Are you still awake?,-15.77099609375
Why aren't you dating anyone?,-15.771026611328125
Don't mess it up.,-15.77117919921875
I'm doing pretty good.,-15.771484375
How do you like your steak?,-15.771484375
"Dad, I.",-15.771484375
How could you do that to us?,-15.771484375
"Oh yeah, I do.",-15.771484375
That's not the way to do it.,-15.771484375
"Oh my gosh, I'm so scared.",-15.771484375
How did you know I was coming?,-15.771484375
"Oh, it's simple.",-15.771484375
Do you know what this is about?,-15.771484375
What is that on your arm?,-15.771484375
"Oh yeah, I'm good.",-15.771484375
Give me the baby!,-15.771484375
"Dude, you can't do that.",-15.771484375
Don't you know any songs?,-15.7718505859375
Don't make me come over there!,-15.7718505859375
"Girls, you don't understand.",-15.7718505859375
Intriguing.,-15.77197265625
Look at me when I'm talking to you!,-15.77197265625
Prove you love me.,-15.77197265625
Do you know Dr.,-15.77197265625
How am I supposed to eat this?,-15.772003173828125
What kind of bird is that?,-15.77215576171875
I can't stand this guy.,-15.7724609375
"Well, how do you do it?",-15.7724609375
"No, it's here.",-15.7724609375
"Mommy, look at me go!",-15.7724609375
How do you know it's true?,-15.7724609375
"If you can't beat them, join them.",-15.7724609375
I am better than you.,-15.7724609375
I can't understand why.,-15.7724609375
I can't teach you.,-15.7724609375
I'm with Mr.,-15.7724609375
Are you happy right now?,-15.7725830078125
How come you haven't called me back?,-15.77264404296875
"No, that can't be.",-15.772705078125
What song do you want?,-15.772705078125
Isn't that.,-15.77276611328125
Isn't he beautiful?,-15.77276611328125
Are you kidding me with this?,-15.77294921875
I've been up all night.,-15.77294921875
I loved it so much.,-15.773193359375
We're being followed.,-15.7734375
Why you so serious?,-15.7734375
But you're Jewish!,-15.7734375
"Thanks, hon.",-15.7734375
Do you want to go to school?,-15.7734375
You're positive?,-15.7734375
No dogs allowed.,-15.7734375
What could this be?,-15.7734375
"Oh, P!",-15.7734375
I'm African.,-15.7734375
How can you live with that?,-15.7734375
Is that a pencil?,-15.7734375
I'm having this party.,-15.7734375
You need to believe in yourself.,-15.7734375
Are we moving?,-15.7734375
"Ugh, honey.",-15.7734375
"Wow, this is fantastic.",-15.7734375
Maaaaaam!,-15.7734375
Who's leaving?,-15.7734375
I think she likes me.,-15.7734375
You wanna trade?,-15.7734375
You're gonna do this?,-15.7734375
I have a terrible headache.,-15.7734375
It's not new.,-15.7734375
"Oh, you like to write?",-15.7734375
"It's okay, Joe.",-15.7734375
They're just.,-15.7734375
What is this outfit?,-15.7734375
I think we should do this.,-15.7734375
"Oh, Grandma!",-15.7734375
You know what I realized?,-15.7734375
"Hi, Natalie.",-15.7734375
I'm covered.,-15.7734375
Listen to yourself.,-15.7734375
My life is so great.,-15.7734375
You're really talented.,-15.7734375
How you know that?,-15.7734375
You're bugging me.,-15.7734375
I'm so terrified.,-15.7734375
"Oh, you missed it.",-15.7734375
I'll be here for you.,-15.7734375
"Oh, I forget.",-15.7734375
It's murder!,-15.7734375
I'm in Canada.,-15.7734375
How is he doing that?,-15.7734375
"Yeah, you will.",-15.7734375
Can't it wait?,-15.7734375
I miss my boyfriend.,-15.7734375
I've never had sex before.,-15.7734375
I'm on a boat!,-15.7734375
Look at what you did!,-15.7734375
"Like, O.",-15.7734375
"Oh, you're a poet?",-15.7734375
My chest hurts.,-15.7734375
What do we got?,-15.7734375
What's wrong with everybody?,-15.7734375
It's your turn now.,-15.7734375
"Happy birthday, Dad!",-15.7734375
"No, I want to do it.",-15.7734375
"Hey, Chloe!",-15.7734375
I love my car.,-15.7734375
Kirby!,-15.7734375
He likes her.,-15.7734375
Warren Buffett?,-15.7734375
"Happy anniversary, honey!",-15.7734375
Can you help me clean up?,-15.7734375
"Hey, do this.",-15.7734375
Where are your bags?,-15.7734375
"No way, John.",-15.7734375
You're a great friend.,-15.7734375
I have two brothers.,-15.7734375
"Stop it, Mom.",-15.7734375
I'm 85.,-15.7734375
"Oh, you look good.",-15.7734375
You betrayed me!,-15.7734375
Geeze!,-15.7734375
I'm being nice.,-15.7734375
"Hey, Jessie.",-15.7734375
I'm gonna be a mom.,-15.7734375
Hike?,-15.7734375
"Oh, I'm sure.",-15.7734375
What is water?,-15.7734375
"Come on, Derek.",-15.7734375
Get out of my business!,-15.7734375
"Yeah, I agree with you.",-15.7734375
Why are you having so much fun?,-15.7734375
I'm the woman.,-15.7734375
You killed my mom!,-15.7734375
Look at that thing!,-15.7734375
I'm not responsible.,-15.7734375
"Oh, you guys are so cute together!",-15.7734375
Who the hell cares?,-15.7734375
I live here now.,-15.7734375
That was hot!,-15.7734375
We're not gay.,-15.7734375
Sheriff!,-15.7734375
"Fine, forget it.",-15.7734375
You got tattoos?,-15.7734375
You got the job?,-15.7734375
You're sisters.,-15.7734375
I'll get to it.,-15.7734375
You can't go back.,-15.7734375
You're almost there.,-15.7734375
Desi!,-15.7734375
People do that?,-15.7734375
Noooooooooooooooooooo!,-15.7734375
You're the best dad ever!,-15.7734375
I'm not weak.,-15.7734375
I'm not getting anything.,-15.7734375
How's your life?,-15.7734375
I'm not a fighter.,-15.7734375
You're finished.,-15.7734375
Where's my cupcake?,-15.7734375
"You know, you know.",-15.7734375
I'm right and you're wrong.,-15.7734375
You're on my team.,-15.7734375
"Really, Bobby?",-15.7734375
"What, another one?",-15.7734375
"Hey, Donna.",-15.7734375
"Oh, I'm a lesbian.",-15.7734375
Can I vote?,-15.7734375
You are so selfish.,-15.7734375
"Oh, what kind?",-15.7734375
I gotta take this.,-15.7734375
Tell me something funny.,-15.7734375
"Oh, we love you.",-15.7734375
Who put that there?,-15.7734375
I don't think it's going to work.,-15.7734375
I went to this party.,-15.7734375
How'd you know about that?,-15.7734375
"I'm sorry, Steve.",-15.7734375
Why would you be upset?,-15.7734375
"Oh, good morning.",-15.7734375
"Oh, we're here.",-15.7734375
Whatever you want to do is fine.,-15.7734375
Do you run?,-15.7734375
I wanna get pregnant.,-15.7734375
Rise up!,-15.7734375
"Come on, seriously?",-15.7734375
How can you not be happy?,-15.7734375
My heavens!,-15.7734375
Go that way.,-15.7734375
Why are you making this so hard?,-15.7734375
I'm not evil.,-15.7734375
"Mom, take a picture.",-15.7734375
"Yeah, I'm ready to go.",-15.7734375
"Hey, K.",-15.7734375
Could you do this?,-15.7734375
Hear what?,-15.7734375
Come to L.,-15.7734375
"Oh, I did that.",-15.7734375
I'm 75.,-15.7734375
WWDD?,-15.7734375
"No problem, baby.",-15.7734375
When's he coming?,-15.7734375
Gahhhh!,-15.7734375
"Oh, I'm busy.",-15.7734375
Why is it so slow?,-15.7734375
See you on Monday!,-15.7734375
"Oh, you're lying.",-15.7734375
I'm open.,-15.7734375
But I really like you.,-15.7734375
It's Saturday morning.,-15.7734375
I'm not a mother.,-15.7734375
Where's Sally?,-15.7734375
DENIED!,-15.7734375
You don't need to get me anything.,-15.773681640625
What am I here for?,-15.77386474609375
Are you going to Disney World?,-15.77392578125
What are we talking about now?,-15.77392578125
"Well, that explains a lot.",-15.77392578125
"Mommy, don't leave me!",-15.7742919921875
"Hey, you know what would be nice?",-15.7744140625
Did you paint this?,-15.7744140625
"Girl, what happened to you?",-15.7744140625
"Well, yeah, whatever.",-15.7744140625
"Oh my gosh, guess what?",-15.7744140625
You need to get a real job.,-15.7744140625
About an hour.,-15.7744140625
"Okay, what have you got?",-15.7744140625
"Cool, let's do this.",-15.7744140625
You're going to be late for school!,-15.7744140625
That dress looks good on you.,-15.7744140625
"Well, that's terrible.",-15.7744140625
"I do this, I do that.",-15.7744140625
I thought Mr.,-15.774658203125
Why can't I lose weight?,-15.774658203125
"You're not going to do that, are you?",-15.77484130859375
What are you guys into?,-15.77490234375
What are you guys doing for Halloween?,-15.77490234375
Are you looking at my breasts?,-15.77490234375
"What are you doing, Scott?",-15.77490234375
Are you a librarian?,-15.77490234375
Are you a dude?,-15.77490234375
Watch where you're going!,-15.77490234375
"C'mon, Sam.",-15.775146484375
This isn't OK.,-15.77520751953125
This isn't new.,-15.77520751953125
Don't ever say that to me again.,-15.7752685546875
I didn't get anything.,-15.77532958984375
Give me some of that.,-15.775390625
"Oh, it's hot.",-15.775390625
I never want to do that again.,-15.775390625
This could be it.,-15.775390625
How do you stay in shape?,-15.775390625
"Mom, that's awesome!",-15.775390625
Why do you wear your hair like that?,-15.775390625
How do you do it all?,-15.775390625
Is he always like this?,-15.775390625
"Yeah, I'll help you.",-15.775390625
"Hey, how was your vacation?",-15.775390625
World of Warcraft?,-15.775390625
How much money did you get?,-15.775390625
"Oh, it's summer.",-15.775390625
What colors do you want?,-15.775390625
"Mommy, how much do you love me?",-15.775390625
What have you learned?,-15.775390625
What the hell are you even doing?,-15.775390625
"Come on, just do it.",-15.775390625
What have you heard?,-15.775390625
What kind of joke is this?,-15.77557373046875
You don't know her.,-15.775634765625
Why are you doing it that way?,-15.775634765625
"Well, look at you, Mr.",-15.775634765625
You don't get that.,-15.775634765625
You don't get this.,-15.775634765625
Don't give me that shit.,-15.7757568359375
Don't kill it!,-15.7757568359375
Don't touch my food!,-15.7757568359375
Don't stress it.,-15.7757568359375
Don't you have anything nice?,-15.7757568359375
Have you tried.,-15.77587890625
Are you going to pay for this?,-15.77587890625
"Mom, have you seen this?",-15.77587890625
"Dad, wake up!",-15.77587890625
"I'm going to kill you, bitch!",-15.77587890625
I don't like you very much.,-15.776123046875
Choo choo!,-15.776123046875
Aren't you a little girl?,-15.7762451171875
"Mommy, what's the time?",-15.7763671875
We're going to have a baby!,-15.7763671875
Homestuck?,-15.7763671875
"Well, what else do you want?",-15.7763671875
"Mom, I can't walk.",-15.7763671875
Can I give you advice?,-15.7763671875
"Well, let's see here.",-15.7763671875
"No, don't touch that.",-15.77679443359375
He's the love of my life.,-15.77685546875
"Hey, whatcha reading?",-15.77685546875
What more do you want me to do?,-15.776962280273438
You're in high school now.,-15.777099609375
"Mommy, why don't you have a job?",-15.777099609375
"Where are you, Mommy?",-15.77734375
"I don't know, Bobby.",-15.77734375
"Hi, I'm Jen.",-15.77734375
"Mom, I'm seventeen.",-15.77734375
Were you looking for me?,-15.77734375
Can I smell your breath?,-15.77734375
Where's Kenny?,-15.77734375
"No, you did not.",-15.77734375
"Daddy, I can't sleep.",-15.77734375
"Wow, you're awesome.",-15.77734375
"Yeah, what's for dinner?",-15.77734375
That's one of my favorite songs!,-15.77734375
Why are you eating those?,-15.77734375
"Yeah, so do I.",-15.77734375
But that's not what I said!,-15.77734375
Give me all of your money.,-15.77734375
Can I have a quarter?,-15.77734375
I'm Kayla.,-15.77734375
I don't trust these people.,-15.77734375
Is she there?,-15.77734375
This is too far.,-15.77734375
"Mom, it hurts.",-15.77734375
My legs are tired.,-15.77734375
I want to teach.,-15.77734375
I'm gonna kick your butt!,-15.77734375
"Wow, I'm so tired.",-15.77734375
That's dope!,-15.77734375
"Awwww, he's so cute!",-15.77734375
Here's what I got.,-15.77734375
But it's so good!,-15.77734375
"Who are you, dude?",-15.77734375
I'll take that as a compliment.,-15.77734375
Who are all you people?,-15.77734375
That's fabulous.,-15.77734375
He's not coming back.,-15.77734375
How we gonna do this?,-15.77734375
But that's mean!,-15.77734375
This is phenomenal.,-15.77734375
Where is my wallet?,-15.77734375
You want some cake?,-15.77734375
"Hey, did you hear the news?",-15.77734375
I love you forever and ever.,-15.77734375
Will you come back?,-15.77734375
I don't want nothing.,-15.77734375
Can I have $20?,-15.77734375
I don't need to get married.,-15.77734375
Peep this!,-15.77734375
I'll tell you when.,-15.77734375
She's sick.,-15.77734375
"Oh, this is so amazing.",-15.77734375
Can you pass the milk?,-15.77734375
You're asking me?,-15.77734375
Thanks for what?,-15.77734375
"Yo, what's wrong?",-15.77734375
"Yeah, I'm right here.",-15.77734375
What should it be?,-15.77734375
"Mom, here.",-15.77734375
"Yo, Mike.",-15.77734375
Where is the cake?,-15.77734375
But why me?,-15.77734375
He's just a kid.,-15.77734375
Do you want to help?,-15.77734375
Turn on the lights!,-15.77734375
But that's not the point!,-15.77734375
Your nose is bleeding.,-15.77734375
What else do we have?,-15.77734375
That's so nasty!,-15.77734375
Where's Kyle?,-15.77734375
Come on and dance!,-15.77734375
You slept with her?,-15.77734375
Mine's better than yours.,-15.77734375
"Hello, Paul.",-15.77734375
Can you watch her?,-15.77734375
What does the sign say?,-15.77734375
Can you imagine it?,-15.77734375
I don't know anyone.,-15.77734375
When are you guys coming?,-15.77734375
"Mom, I'm not eating that.",-15.77734375
"Wow, that's really sweet.",-15.77734375
"Ah, damn.",-15.77734375
Want to dance?,-15.77734375
Is it him?,-15.77734375
"Uh, it's okay.",-15.77734375
You know what else is great?,-15.77734375
Why is that bad?,-15.77734375
What would you do differently?,-15.77734375
"Yeah, bring it on.",-15.77734375
Where are you girls going?,-15.77734375
"That's nice, Mom.",-15.77734375
I don't really think so.,-15.77734375
"Hello, you guys.",-15.77734375
I would never be able to do that.,-15.777587890625
I won't cry.,-15.77783203125
Leave my boyfriend alone!,-15.77783203125
"Oh my gosh, I can't do this.",-15.778076171875
Please don't hate me.,-15.7781982421875
"Well, Daddy.",-15.7783203125
What do you have for me today?,-15.7783203125
Squirrels!,-15.7783203125
Did you make that yourself?,-15.7783203125
"Babe, it's okay.",-15.7783203125
"Girl, I'm sorry.",-15.7783203125
I'll come pick you up.,-15.7783203125
"Honey, what's the matter?",-15.7783203125
Did you vote for Obama?,-15.7783203125
"Well, I was there.",-15.7783203125
"Okay, we'll see.",-15.7783203125
Do you want to go to McDonald's?,-15.7783203125
What do you sell?,-15.7783203125
You have to check this out.,-15.7783203125
"Oh, there's Mrs.",-15.7783203125
It won't.,-15.7784423828125
You don't know who this is?,-15.778564453125
"Yeah, c'mon.",-15.778564453125
Why can't you see me?,-15.778564453125
I'm only 20 years old.,-15.778564453125
You shouldn't even be here.,-15.77862548828125
What are you doing this Saturday night?,-15.77880859375
What are you doing out tonight?,-15.77880859375
"OK, enough is enough.",-15.77880859375
Are you a god?,-15.77880859375
Why don't you just marry him?,-15.779205322265625
Why don't you ever come over?,-15.779205322265625
Why don't you take her?,-15.779205322265625
"Oh my gosh, I'm so tired.",-15.779296875
It's really no big deal.,-15.779296875
"No, no, come on.",-15.779296875
Give me a penny.,-15.779296875
What keeps you going?,-15.779296875
Give me the key.,-15.779296875
Put your shoes on.,-15.779296875
Go read a book.,-15.779296875
Why are you looking at him?,-15.779296875
"Uh, bro?",-15.779296875
Give me $1.,-15.779296875
"Aw, yay!",-15.779296875
Where are you going all dressed up?,-15.779296875
How did you remember that?,-15.779296875
I don't want to wear a dress.,-15.779296875
Thank God that's over.,-15.779296875
"Whoa, where'd you get this?",-15.779296875
"No, this is serious.",-15.779296875
"No, Dad, you don't understand.",-15.779327392578125
"What are you talking about, John?",-15.77935791015625
"John, what are you talking about?",-15.7794189453125
I'm going to the bank.,-15.77978515625
I think I'm going to have a baby.,-15.77978515625
"Calm down, kid.",-15.77978515625
I'm going to die tonight.,-15.77978515625
I'm going to the prom.,-15.77978515625
"Hi, my name is Jessica.",-15.780029296875
What are you struggling with?,-15.7802734375
"Mommy, what are you looking at?",-15.7802734375
"Mommy, how much money do you make?",-15.7802734375
"Molly, what are you doing?",-15.7802734375
You're such a tease!,-15.7802734375
I have no idea what you guys are talking about.,-15.7802734375
I can't bear it.,-15.7802734375
What would you do in this situation?,-15.7802734375
Are you talking to me right now?,-15.78033447265625
"Listen, I don't care.",-15.78033447265625
Meow meow meow!,-15.7803955078125
I was born that way.,-15.780517578125
I guess Mr.,-15.780517578125
"What's wrong, kiddo?",-15.780609130859375
"Hello, my name is.",-15.78076171875
You guys are assholes.,-15.7808837890625
"Money doesn't grow on trees, you know.",-15.78094482421875
You need to come home.,-15.78125
I like those.,-15.78125
Watcha doing?,-15.78125
You know what today is?,-15.78125
I have enough.,-15.78125
special needs.,-15.78125
Where you think you going?,-15.78125
Can we keep going?,-15.78125
Pump!,-15.78125
A brother?,-15.78125
It's so cold out!,-15.78125
Wao!,-15.78125
No point.,-15.78125
Get the money.,-15.78125
You have to go to school.,-15.78125
Stay down!,-15.78125
What's the bag for?,-15.78125
"Oh my God, you're so cool!",-15.78125
I need him.,-15.78125
Where are you kids?,-15.78125
I have no problem with it.,-15.78125
Peppers?,-15.78125
Just say something.,-15.78125
Aweee!,-15.78125
Aiko!,-15.78125
I miss my husband.,-15.78125
We all die.,-15.78125
I'm really fat.,-15.78125
Stay the course.,-15.78125
Just one more.,-15.78125
Now you're talking!,-15.78125
"Hey, I'm done.",-15.78125
What is the weather like?,-15.78125
Imagine that!,-15.78125
You gotta leave.,-15.78125
Security!,-15.78125
Get out of my shop!,-15.78125
Liberty!,-15.78125
Whooooaaa!,-15.78125
"Yeah, completely.",-15.78125
"What's up, son?",-15.78125
Why are you pulling my hair?,-15.78125
Yeahhhhhh.,-15.78125
Sav!,-15.78125
What's in it for her?,-15.78125
You're really fat.,-15.78125
Eileen!,-15.78125
But you're a man!,-15.78125
Just play.,-15.78125
Do you have candy?,-15.78125
Nala!,-15.78125
You are perfect.,-15.78125
I love life.,-15.78125
I might go.,-15.78125
That place?,-15.78125
Hey P!,-15.78125
"Really, seriously?",-15.78125
This feels really good.,-15.78125
I will cut you.,-15.78125
I'm not a nerd.,-15.78125
"Well, what do you guys do?",-15.78125
She knows.,-15.78125
"Oh, I know what I want.",-15.78125
Bless!,-15.78125
Twenty-one?,-15.78125
I hate this music.,-15.78125
What can you cook?,-15.78125
Coconut?,-15.78125
Why you call me?,-15.78125
You have to take me.,-15.78125
Get your hair cut!,-15.78125
Trans?,-15.78125
My tooth hurts.,-15.78125
I feel like I'm going to die.,-15.78125
I eat healthy.,-15.78125
Parent?,-15.78125
I like football.,-15.78125
You're a man now.,-15.78125
I love that girl.,-15.78125
I'm not wearing this dress.,-15.78125
What's your weight?,-15.78125
Private?,-15.78125
Can I have your shirt?,-15.78125
The light!,-15.78125
Race you!,-15.78125
I was so upset.,-15.78125
Is that a horse?,-15.78125
Stop being mean to me!,-15.78125
How'd you get that tattoo?,-15.78125
What the hell is happening here?,-15.78125
We are sisters.,-15.78125
Java?,-15.78125
Anybody can do that.,-15.78125
You're 18 now.,-15.78125
I got divorced.,-15.78125
Should.,-15.78125
I'm not playing games.,-15.78125
Daniela!,-15.78125
Let them go.,-15.78125
What years?,-15.78125
"Mom, you're such an idiot.",-15.78125
What college?,-15.78125
You have problems?,-15.78125
You're not like the others.,-15.78125
Only you.,-15.78125
Find a job.,-15.78125
Pops!,-15.78125
20 years old?,-15.78125
"Oh, I like your shirt.",-15.78125
"Mom, slow down.",-15.78125
We'll talk later.,-15.78125
A funeral?,-15.78125
I own this.,-15.78125
"Come on, you two.",-15.78125
Rene?,-15.78125
Yea man.,-15.78125
What can you see?,-15.78125
Your daughter?,-15.78125
What are all these things?,-15.78125
I am not going anywhere.,-15.78125
"Oh, you're that girl.",-15.78125
Stu!,-15.78125
It could be anything.,-15.78125
Subaru?,-15.78125
You want a burger?,-15.78125
I'm not gonna say anything.,-15.78125
"What the hell, honey?",-15.78125
Just keep talking.,-15.78125
I'm just me.,-15.78125
Let's go to the hospital.,-15.78125
Why did he do this?,-15.78125
Can it be?,-15.78125
I'm just being realistic.,-15.78125
Just go get it.,-15.78125
COUGH!,-15.78125
Where are you this weekend?,-15.78125
Where are the eggs?,-15.78125
We're girls.,-15.78125
Forget what?,-15.78125
I'm getting too old for this.,-15.78125
Nov.,-15.78125
We'll be late!,-15.78125
You should write something.,-15.78125
What about girls?,-15.78125
"Yeah, I can't do this.",-15.78125
Olympics?,-15.78125
Middle school?,-15.78125
Head!,-15.78125
"Come on, sit down.",-15.78125
A dream?,-15.78125
I've got a 4.,-15.78125
Go vote!,-15.78125
Can I get two?,-15.78125
Your girlfriend?,-15.78125
How can we make this work?,-15.78125
I'm not on drugs.,-15.78125
How was your holiday?,-15.78125
I was starving.,-15.78125
A freak?,-15.78125
I'll uh.,-15.78125
My mom just called.,-15.78125
Everything's broken.,-15.78125
Five million?,-15.78125
"Come on, Tony.",-15.78125
So what is it that you do?,-15.78125
Strange.,-15.78125
Is it coming?,-15.78125
You have a plan?,-15.78125
Beat that!,-15.78125
That was really nice.,-15.78125
Just do you.,-15.78125
What order?,-15.78125
Where are we going again?,-15.78125
"Oh, Miley!",-15.78125
"Come on, Jessie.",-15.78125
Why did you push me?,-15.78125
I'm not to blame.,-15.78125
What are all of these?,-15.78125
Do you want to go to church?,-15.78125
Mmh.,-15.78125
I like that girl.,-15.78125
Glad to hear it.,-15.78125
Wild!,-15.78125
Y'all right?,-15.78125
Come to dinner!,-15.78125
Why you so sad?,-15.78125
Stop filming me!,-15.78125
Tomas!,-15.78125
A bike?,-15.78125
Who's Frank?,-15.78125
Can you get me something to drink?,-15.78125
What is one plus one?,-15.78125
Do you want food?,-15.78125
I'm flexible.,-15.78125
Do you have the recipe?,-15.78125
Day!,-15.78125
It is done.,-15.78125
"Hey, we love you.",-15.78125
"Sup, boys?",-15.78125
Do you have a problem with me?,-15.78125
I'm twenty-seven.,-15.78125
Whole Foods?,-15.78125
I have the money.,-15.78125
Tigger!,-15.78125
Is this today?,-15.78125
Seren!,-15.78125
What's okay?,-15.78125
I need glasses.,-15.78125
Is this fine?,-15.78125
Religion?,-15.78125
I got shot.,-15.78125
I love purple!,-15.78125
Why would I be mad?,-15.78125
Pets?,-15.78125
I'm not a superhero.,-15.78125
You are so special.,-15.78125
That was so embarrassing.,-15.78125
I can relate.,-15.78125
Yipee!,-15.78125
What kind of music are you listening to?,-15.78125
I highly doubt it.,-15.78125
How big is this?,-15.78125
Stop being an idiot.,-15.78125
I'm precious.,-15.78125
Say hello.,-15.78125
Do you have a wife?,-15.78125
Whow!,-15.78125
Can I go in there?,-15.78125
"Mom, this is bad.",-15.78125
I'm European.,-15.78125
Bren!,-15.78125
What would you like for Christmas?,-15.78125
Wash!,-15.78125
You are not my daughter.,-15.78125
"Oh, how was your weekend?",-15.78125
A reader?,-15.78125
I hate Christmas.,-15.78125
What do you do in your free time?,-15.781280517578125
I got good news and bad news.,-15.7813720703125
"No, it wasn't me.",-15.78143310546875
What is everyone talking about?,-15.781494140625
Can I get away with this?,-15.78173828125
Is it supposed to look like that?,-15.781875610351562
Are you on drugs right now?,-15.781890869140625
What kind of parents are you?,-15.78192138671875
What kind of food is this?,-15.78192138671875
I wish Mr.,-15.781982421875
Aren't these fun?,-15.7821044921875
Jimmie!,-15.7822265625
"Oh, are you talking to me?",-15.7822265625
Why should I love you?,-15.7822265625
I need a place to live.,-15.7822265625
Did you have a good vacation?,-15.7822265625
Nine o'clock?,-15.7822265625
I'm a hairdresser.,-15.782341003417969
What kind of car are you driving?,-15.78240966796875
"Ugh, I can't even.",-15.782470703125
Why can't I just.,-15.782470703125
Why do you love it so much?,-15.782470703125
Why can't you be like him?,-15.782470703125
Why in the world would you want to do that?,-15.78271484375
Are you filming?,-15.78271484375
What are you gonna get me for Christmas?,-15.78271484375
"What are you doing, Drew?",-15.78271484375
